Sl.No,District Name,Taluk Name,Village Name,Shop Code,Shop Name
27926,Tiruppur,Kangeyam (Tk),Vellakovil,32FB017PN,Vellakovil -6
27927,Tiruppur,Kangeyam (Tk),Vellakovil,32FB018PN,Vellakovil-7
27928,Tiruppur,Kangeyam (Tk),Vellakovil,32FB019PN,Vellakoil - 8
27929,Tiruppur,Kangeyam (Tk),Vellakovil,32FB020PN,Vellakoil - 9
27930,Tiruppur,Kangeyam (Tk),Vellakovil,32FB021PN,Vellakoil - 10
27931,Tiruppur,Kangeyam (Tk),Vellakovil,32FB022PN,Vellakoil - 11
27932,Tiruppur,Kangeyam (Tk),Vellakovil,32FB023PN,Vellakoil - 12
27933,Tiruppur,Kangeyam (Tk),Vellakovil,32FB028PN,V.Nachipalayam
27934,Tiruppur,Kangeyam (Tk),Senapathipalayam,32FB073PY,Velappanaickenvalasu
27935,Tiruppur,Kangeyam (Tk),Senapathipalayam,32FB073P1,Mailrangam
27936,Tiruppur,Kangeyam (Tk),Senapathipalayam,32FB074PY,Senapathipalayam
27937,Tiruppur,Kangeyam (Tk),Senapathipalayam,32FB074P1,Kurukathi
27938,Tiruppur,Kangeyam (Tk),Senapathipalayam,32FB074P2,Sakthipalayam
27939,Tiruppur,Kangeyam (Tk),Uthamapalayam,32FB071PN,Uthamapalayam - 1
27940,Tiruppur,Kangeyam (Tk),Uthamapalayam,32FB072PY,Uthamapalayam - 2
27941,Tiruppur,Kangeyam (Tk),Uthamapalayam,32FB072P1,Sengalipalayam
27942,Tiruppur,Kangeyam (Tk),Kampalayampatti,32FB069PY,Kampalayampatti
27943,Tiruppur,Kangeyam (Tk),Kampalayampatti,32FB069P1,Kavizhipalayam
27944,Tiruppur,Kangeyam (Tk),Kampalayampatti,32FB069P2,Chinammankovilpalayam
27945,Tiruppur,Kangeyam (Tk),Oodayam,32FB025P1,Oodayam
27946,Tiruppur,Kangeyam (Tk),Oodayam,32FB025P2,Tottipalayam
27947,Tiruppur,Kangeyam (Tk),Kangeyam,32FB002PN,Kangeyam-2
27948,Tiruppur,Kangeyam (Tk),Kangeyam,32FB003PN,Kangeyam -3
27949,Tiruppur,Kangeyam (Tk),Kangeyam,32FB004PN,Kangeyam -4
27950,Tiruppur,Kangeyam (Tk),Kangeyam,32FB005PN,Kangeyam-5
27951,Tiruppur,Kangeyam (Tk),Kangeyam,32FB006PN,Kangeyam -6
27952,Tiruppur,Kangeyam (Tk),Kangeyam,32FB007PN,Kangeyam -7
27953,Tiruppur,Kangeyam (Tk),Kangeyam,32FB008PN,Kangeyam -8
27954,Tiruppur,Kangeyam (Tk),Kangeyam,32FB009PN,Kangeyam -9
27955,Tiruppur,Kangeyam (Tk),Kangeyam,32FB010PN,Kangeyam - 10
27956,Tiruppur,Kangeyam (Tk),Kangeyam,32FB011PN,Kangeyam - 11
27957,Tiruppur,Kangeyam (Tk),Uthiyur,32FB062PY,Uthiyur
27958,Tiruppur,Kangeyam (Tk),Uthiyur,32FB062P1,Sengodampalayam
27959,Tiruppur,Kangeyam (Tk),Uthiyur,32FB062P2,Kullampalayam
27960,Tiruppur,Kangeyam (Tk),Chinnamuthur,32FB026P1,Sengodampalayam
27961,Tiruppur,Kangeyam (Tk),Chinnamuthur,32FB027PN,Muthur - 4
27962,Tiruppur,Kangeyam (Tk),Vadachinaripalayam,32FB056PY,Vadachinaripalayam
27963,Tiruppur,Kangeyam (Tk),Vadachinaripalayam,32FB056P1,Kungarupalayam
27964,Tiruppur,Kangeyam (Tk),Vadachinaripalayam,32FB056P2,Iyyakuttivalasu
27965,Tiruppur,Kangeyam (Tk),Ganapathipalayam,32FB050PY,Ganapathipalayam
27966,Tiruppur,Kangeyam (Tk),Kathangkanni,32FB051PN,Kathangkanni
27967,Tiruppur,Kangeyam (Tk),Lakkamanaickenpatti,32FB068PN,Lakkamanaickenpatti
27968,Tiruppur,Kangeyam (Tk),Lakkamanaickenpatti,32FB070PN,Servakaranpalayam
27969,Tiruppur,Kangeyam (Tk),Kadaiyur,32FB053PN,Kadaiyur - A
27970,Tiruppur,Kangeyam (Tk),Kadaiyur,32FB054P1,Kadaiyur - D
27971,Tiruppur,Kangeyam (Tk),Kadaiyur,32FB055PN,Kadaiyur - C
27972,Tiruppur,Kangeyam (Tk),Sivanmalai,32FB040PY,Sivanmalai - 1
27973,Tiruppur,Kangeyam (Tk),Sivanmalai,32FB040P1,Chikkrasampalayam
27974,Tiruppur,Kangeyam (Tk),Sivanmalai,32FB040P2,Kovilpalayam
27975,Tiruppur,Kangeyam (Tk),Sivanmalai,32FB041PN,Arasampalayam
27976,Tiruppur,Kangeyam (Tk),Sivanmalai,32FB042PN,Sivanmalai - 2
27977,Tiruppur,Kangeyam (Tk),Keeranur,32FB038PY,Keeranur
27978,Tiruppur,Kangeyam (Tk),Keeranur,32FB038P1,Poomandanvalasu
27979,Tiruppur,Kangeyam (Tk),Muthur,32FB024PN,Muthur -1
27980,Tiruppur,Kangeyam (Tk),Muthur,32FB025PY,Muthur -2
27981,Tiruppur,Kangeyam (Tk),Muthur,32FB026PY,Muthur-3
27982,Tiruppur,Kangeyam (Tk),Alambadi,32FB045PN,Alambadi
27983,Tiruppur,Kangeyam (Tk),Alambadi,32FB048PN,Neikaranpalayam
27984,Tiruppur,Kangeyam (Tk),Thammarettipalayam,32FB050P1,Thammarettipalayam
27985,Tiruppur,Kangeyam (Tk),Kurukkapalayam,32FB060PN,Kurukkapalayam
27986,Tiruppur,Kangeyam (Tk),Naalroad,32FB049PN,Naalroad
27987,Tiruppur,Kangeyam (Tk),Aratholuvu,32FB064PN,Aratholuvu
27988,Tiruppur,Kangeyam (Tk),Nathakadaiyur,32FB031PN,Nathakadaiyur
27989,Tiruppur,Kangeyam (Tk),Nathakadaiyur,32FB032PY,Rathinapuri
27990,Tiruppur,Kangeyam (Tk),Nathakadaiyur,32FB034PN,Pudusakkarapalayam
27991,Tiruppur,Kangeyam (Tk),Nathakadaiyur,32FB037PN,Kokkumadai
27992,Tiruppur,Kangeyam (Tk),Mettupalayam,32FB075PY,Mettupalayam
27993,Tiruppur,Kangeyam (Tk),Mettupalayam,32FB076PY,Pappampalayam
27994,Tiruppur,Kangeyam (Tk),Mettupalayam,32FB076P1,Veppampalayam
27995,Tiruppur,Kangeyam (Tk),Mettupalayam,32FB076P2,Molagoundenvalasu
27996,Tiruppur,Kangeyam (Tk),Mettupalayam,32FB075P1,Varakalipalayam
27997,Tiruppur,Kangeyam (Tk),Mudalaipalayam,32FB063PY,Mudalaipalayam - 1
27998,Tiruppur,Kangeyam (Tk),Mudalaipalayam,32FB063P1,Mudalaipalayam - 2
27999,Tiruppur,Kangeyam (Tk),Mullipuram,32FB032P1,Mullipuram
28000,Tiruppur,Dharapuram (Tk),Nathampalayam,32GB027PY,Nathampalayam
28001,Tiruppur,Dharapuram (Tk),Nathampalayam,32GB027P1,Thottiyapalayam
28002,Tiruppur,Dharapuram (Tk),Suriyanallur,32GC096PY,Suriyanallur
28003,Tiruppur,Dharapuram (Tk),Suriyanallur,32GC096P1,Edaiyankinaru
28004,Tiruppur,Dharapuram (Tk),Navanari,32GC094PN,Navanari
28005,Tiruppur,Dharapuram (Tk),Thattaravalasu,32GB032P1,Nattarmangalam
28006,Tiruppur,Dharapuram (Tk),Kethelrew,32GC091PN,Kethelrew - I
28007,Tiruppur,Dharapuram (Tk),Kethelrew,32GC093PN,Kethelrew - Ii
28008,Tiruppur,Dharapuram (Tk),Peramiyam,32GC106PY,Mallipatti
28009,Tiruppur,Dharapuram (Tk),Peramiyam,32GC106P1,Peramiyam
28010,Tiruppur,Dharapuram (Tk),Peramiyam,32GC106P2,Nalligoundanpalayam
28011,Tiruppur,Dharapuram (Tk),Thoppampatti,32GC090PN,Thoppampatti
28012,Tiruppur,Dharapuram (Tk),Periyakumarapalayam,32GC095PN,Periyakumarapalayam
28013,Tiruppur,Dharapuram (Tk),Kilangundal,32GC107PY,Kilangundal
28014,Tiruppur,Dharapuram (Tk),Kilangundal,32GC107P1,Sesayampalayam
28015,Tiruppur,Dharapuram (Tk),Kilangundal,32GC108PY,Pattudurai
28016,Tiruppur,Dharapuram (Tk),Kilangundal,32GC108P1,Valaiyakaranvalasu
28017,Tiruppur,Dharapuram (Tk),Kilangundal,32GC108P2,Vengukalpatti
28018,Tiruppur,Dharapuram (Tk),Chitravuthanpalayam,32GB017PY,Chitravuthanpalayam
28019,Tiruppur,Dharapuram (Tk),Chitravuthanpalayam,32GB017P1,Goundachipudur
28020,Tiruppur,Dharapuram (Tk),Chitravuthanpalayam,32GB077PN,Kondarasampalayam
28021,Tiruppur,Dharapuram (Tk),Thurampadi,32GC111PY,Thurampadi
28022,Tiruppur,Dharapuram (Tk),Thurampadi,32GC111P1,Parakadai
28023,Tiruppur,Dharapuram (Tk),Dhalavaipattinam,32GB054PY,Dhalavaipattinam - 1
28024,Tiruppur,Dharapuram (Tk),Dhalavaipattinam,32GB055PN,Dhalavaipattinam - 2
28025,Tiruppur,Dharapuram (Tk),Uthupalayam,32GB054P1,Uthupalayam
28026,Tiruppur,Dharapuram (Tk),Vadugapalayam,32GB029PY,Koilpalayam
28027,Tiruppur,Dharapuram (Tk),Vadugapalayam,32GB029P1,Thalakarai
28028,Tiruppur,Dharapuram (Tk),Dharapuram,32GB001PN,Dapcms -1
28029,Tiruppur,Dharapuram (Tk),Dharapuram,32GB002PN,Dapcms -2
28030,Tiruppur,Dharapuram (Tk),Dharapuram,32GB003PN,Dapcms -3
28031,Tiruppur,Dharapuram (Tk),Dharapuram,32GB004PN,Dapcms -4
28032,Tiruppur,Dharapuram (Tk),Dharapuram,32GB005PN,Dapcms -5
28033,Tiruppur,Dharapuram (Tk),Dharapuram,32GB006PN,Dapcms -6
28034,Tiruppur,Dharapuram (Tk),Dharapuram,32GB007PN,Dapcms -7
28035,Tiruppur,Dharapuram (Tk),Dharapuram,32GB008PN,Dapcms -8
28036,Tiruppur,Dharapuram (Tk),Dharapuram,32GB009PN,Dapcms -9
28037,Tiruppur,Dharapuram (Tk),Dharapuram,32GB010PN,Dapcms -10
28038,Tiruppur,Dharapuram (Tk),Dharapuram,32GB011PN,Dapcms -11
28039,Tiruppur,Dharapuram (Tk),Dharapuram,32GB012PN,Dapcms -12
28040,Tiruppur,Dharapuram (Tk),Dharapuram,32GB013PN,Dapcms -13
28041,Tiruppur,Dharapuram (Tk),Dharapuram,32GB014PN,Dapcms -14
28042,Tiruppur,Dharapuram (Tk),Dharapuram,32GB015PN,Dapcms -15
28043,Tiruppur,Dharapuram (Tk),Dharapuram,32GB016PN,Dapcms -16
28044,Tiruppur,Dharapuram (Tk),Dharapuram,32GB076PN,Dcms - 17
28045,Tiruppur,Dharapuram (Tk),Dharapuram,32GW001PN,Annai Therasa Mahalir Angari
28046,Tiruppur,Dharapuram (Tk),Kokkampalayam,32GC099PY,Kokkampalayam
28047,Tiruppur,Dharapuram (Tk),Kokkampalayam,32GC099P1,Edaiyapatti
28048,Tiruppur,Dharapuram (Tk),Varapalayam,32GC089PN,Varapalayam
28049,Tiruppur,Dharapuram (Tk),Veeratchimangalam,32GB031PN,Veeratchimangalam
28050,Tiruppur,Dharapuram (Tk),Edakkalpadi,32GB062PN,Edakkalpadi
28051,Tiruppur,Dharapuram (Tk),Kolathupalayam,32GB039PN,Millstore
28052,Tiruppur,Dharapuram (Tk),Kolathupalayam,32GB040PY,Kolathupalayam
28053,Tiruppur,Dharapuram (Tk),Kolathupalayam,32GB041PY,Ganapathipalayam
28054,Tiruppur,Dharapuram (Tk),Kolathupalayam,32GB041P1,Achiyur
28055,Tiruppur,Dharapuram (Tk),Kolathupalayam,32GB041P2,Thulukanur
28056,Tiruppur,Dharapuram (Tk),Kolathupalayam,32GB043PY,D. Kalipalayam
28057,Tiruppur,Dharapuram (Tk),Kolathupalayam,32GB043P1,K. Ramapattinam
28058,Tiruppur,Dharapuram (Tk),Velampoondi,32GB065PY,Ayee Goundanpalayam
28059,Tiruppur,Dharapuram (Tk),Velampoondi,32GB065P1,Nanju Kalipalayam
28060,Tiruppur,Dharapuram (Tk),Velampoondi,32GB071PN,Malamedu
28061,Tiruppur,Dharapuram (Tk),Kolumanguli,32GC097PY,Kolumanguli
28062,Tiruppur,Dharapuram (Tk),Kolumanguli,32GC097P1,Vengipalayam
28063,Tiruppur,Dharapuram (Tk),Kolumanguli,32GC098PN,Thammareddipalayam
28064,Tiruppur,Dharapuram (Tk),Velauthampalayam,32GC092PN,Velayuthampalayam
28065,Tiruppur,Dharapuram (Tk),Eragampatti,32GB023PY,Eragampatti
28066,Tiruppur,Dharapuram (Tk),Eragampatti,32GB023P1,Semmagoundanpalaym
28067,Tiruppur,Dharapuram (Tk),Eragampatti,32GB023P2,East Sadaiyapalayam
28068,Tiruppur,Dharapuram (Tk),Eragampatti,32GB023P3,Singaripalayam
28069,Tiruppur,Dharapuram (Tk),Kannangkoil,32GB058PY,Kannagkoil
28070,Tiruppur,Dharapuram (Tk),Kannangkoil,32GB058P1,Kullaipalayam
28071,Tiruppur,Dharapuram (Tk),Kannivadi,32GB051PN,Kannivadi
28072,Tiruppur,Dharapuram (Tk),Kannivadi,32GB052PY,Erachapadi
28073,Tiruppur,Dharapuram (Tk),Kannivadi,32GB052P1,Orathupalayam
28074,Tiruppur,Dharapuram (Tk),Erasinampalayam,32GB032PY,Erasinampalayam
28075,Tiruppur,Dharapuram (Tk),Pethampatti,32GB020PN,Pethampatti
28076,Tiruppur,Dharapuram (Tk),Senathypathypalayam,32GB074PN,Chathiram Pirivu
28077,Tiruppur,Dharapuram (Tk),Karaiyur,32GB040P1,Karaiyur
28078,Tiruppur,Dharapuram (Tk),Govindapuram,32GC086PN,Govindapuram
28079,Tiruppur,Dharapuram (Tk),Govindapuram,32GC087PY,Periyaputhur
28080,Tiruppur,Dharapuram (Tk),Govindapuram,32GC087P1,Manthiyapuram
28081,Tiruppur,Dharapuram (Tk),Pichaikalpatti,32GB073PN,Pichaikalpatti
28082,Tiruppur,Dharapuram (Tk),Sikkinapuram,32GB072PN,Sikkinapuram
28083,Tiruppur,Dharapuram (Tk),Jothiyampatti,32GC081PN,Jothiyampatti
28084,Tiruppur,Dharapuram (Tk),Kalipalayam,32GB059PN,M. Kalipalayam
28085,Tiruppur,Dharapuram (Tk),Kasilingampalayam,32GC100PY,Pudu Ayyappanaickenpalayam
28086,Tiruppur,Dharapuram (Tk),Kasilingampalayam,32GC100P1,Kasilingampalayam
28087,Tiruppur,Dharapuram (Tk),Ponnapuram,32GB018PY,Ponnapuram
28088,Tiruppur,Dharapuram (Tk),Ponnapuram,32GB018P2,Dasarpatti
28089,Tiruppur,Dharapuram (Tk),Ponnapuram,32GB019PN,Nattukalpalayam
28090,Tiruppur,Dharapuram (Tk),Kangayampalaym,32GC083PY,Kangayampalayam
28091,Tiruppur,Dharapuram (Tk),Kangayampalaym,32GC083P2,C. Kumarapalayam
28092,Tiruppur,Dharapuram (Tk),Kangayampalaym,32GC083P1,Devanallur
28093,Tiruppur,Dharapuram (Tk),Bommanallur,32GB070PY,Bommanallur
28094,Tiruppur,Dharapuram (Tk),Bommanallur,32GB070P1,Karupayee Valasu
28095,Tiruppur,Dharapuram (Tk),Sirukinar,32GC105PY,Sirukinar
28096,Tiruppur,Dharapuram (Tk),Sirukinar,32GC105P1,Chellakumarapalayam
28097,Tiruppur,Dharapuram (Tk),Ponnivadi,32GB034PY,Ponnivadi-1
28098,Tiruppur,Dharapuram (Tk),Ponnivadi,32GB034P1,Salaikadai
28099,Tiruppur,Dharapuram (Tk),Ponnivadi,32GB035PY,Ponnivadi-2
28100,Tiruppur,Dharapuram (Tk),Ponnivadi,32GB035P1,Rengapalayam Pirivu
28101,Tiruppur,Dharapuram (Tk),Ponnivadi,32GB035P2,Krishnapuram
28102,Tiruppur,Dharapuram (Tk),Ponnivadi,32GB036PN,Ponnivadi-3
28103,Tiruppur,Dharapuram (Tk),Chennakalpalayam,32GB053PY,Chennakalpalayam
28104,Tiruppur,Dharapuram (Tk),Chennakalpalayam,32GB053P1,Thirumalaipalayam
28105,Tiruppur,Dharapuram (Tk),Manurpalayam,32GB024PY,Sadaipalayam
28106,Tiruppur,Dharapuram (Tk),Manurpalayam,32GB024P1,Thotiyanthurai
28107,Tiruppur,Dharapuram (Tk),Manurpalayam,32GB024P2,Pettaikalipalayam
28108,Tiruppur,Dharapuram (Tk),Manurpalayam,32GB025PY,Karupattipalayam
28109,Tiruppur,Dharapuram (Tk),Manurpalayam,32GB025P1,West Sadaipalayam
28110,Tiruppur,Dharapuram (Tk),Somanuthu,32GB046PY,Somanuthu
28111,Tiruppur,Dharapuram (Tk),Somanuthu,32GB046P1,Kotamuthampalayam
28112,Tiruppur,Dharapuram (Tk),Pottikampalayam,32GB021P1,Pottikkampalayam
28113,Tiruppur,Dharapuram (Tk),Chinnakkampalayam,32GB045PN,Chinnakkampalayam
28114,Tiruppur,Dharapuram (Tk),Sundakkampalayam,32GB066PN,Sundakkampalayam
28115,Tiruppur,Dharapuram (Tk),Puduppai,32GC109PN,Puduppai
28116,Tiruppur,Dharapuram (Tk),Maruthur,32GB056PN,Maruthur
28117,Tiruppur,Dharapuram (Tk),Chinnamaruthur,32GB063PN,Chinnamaruthur
28118,Tiruppur,Dharapuram (Tk),Nallampalayam,32GB044PY,Nallampalayam
28119,Tiruppur,Dharapuram (Tk),Nallampalayam,32GB044P1,Retaravalasu
28120,Tiruppur,Dharapuram (Tk),Nallampalayam,32GB044P2,Puliyamvalasu
28121,Tiruppur,Dharapuram (Tk),Mettuvalasu,32GC082PY,Mettuvalasu
28122,Tiruppur,Dharapuram (Tk),Mettuvalasu,32GC082P1,Pallipatti
28123,Tiruppur,Dharapuram (Tk),Mettuvalasu,32GC082P2,Chinnakampatti
28124,Tiruppur,Dharapuram (Tk),Punganthurai,32GB030PN,Pungathurai
28125,Tiruppur,Dharapuram (Tk),Molarapatti,32GB057PN,Molarapatti
28126,Tiruppur,Dharapuram (Tk),Nandavanampalayam,32GC101PY,Nandavanampalayam
28127,Tiruppur,Dharapuram (Tk),Nandavanampalayam,32GC101P1,S. Ammapalayam
28128,Tiruppur,Dharapuram (Tk),Nandavanampalayam,32GC101P2,Veruvedampalayam
28129,Tiruppur,Dharapuram (Tk),Nandavanampalayam,32GC102PY,Muthugoundanpalayam
28130,Tiruppur,Dharapuram (Tk),Nandavanampalayam,32GC102P1,Kungumampalayam
28131,Tiruppur,Dharapuram (Tk),Chinnaputhur,32GC085PY,Reddipalayam
28132,Tiruppur,Dharapuram (Tk),Chinnaputhur,32GC085P2,Mettupalayam
28133,Tiruppur,Dharapuram (Tk),Chinnaputhur,32GC085P1,Chinnaputhur
28134,Tiruppur,Dharapuram (Tk),Punjaithalaiyur,32GB067PN,Punjaithalaiyur
28135,Tiruppur,Dharapuram (Tk),Mulaiyampoondi,32GB033PY,Karuppanvalasu
28136,Tiruppur,Dharapuram (Tk),Mulaiyampoondi,32GB033P1,Mulaiyampoondi
28137,Tiruppur,Dharapuram (Tk),Mulaiyampoondi,32GB033P2,Pattathipalayam
28138,Tiruppur,Dharapuram (Tk),Kongur,32GB069PY,Dasanaickenpatti
28139,Tiruppur,Dharapuram (Tk),Kongur,32GB069P1,Undarapatti
28140,Tiruppur,Dharapuram (Tk),Kumarapalayam,32GB060PY,M. Kumarapalayam
28141,Tiruppur,Dharapuram (Tk),Kumarapalayam,32GB060P1,Summangkarai
28142,Tiruppur,Dharapuram (Tk),Kumarapalayam,32GB060P2,Vadugapatti
28143,Tiruppur,Dharapuram (Tk),Ramapattinam,32GB061PN,P. Ramapattinam
28144,Tiruppur,Dharapuram (Tk),Akkaraipalayam,32GC110PY,Akkaraipalayam
28145,Tiruppur,Dharapuram (Tk),Akkaraipalayam,32GC110P1,Kumarasamykottai
28146,Tiruppur,Dharapuram (Tk),Kundadam,32GC079PN,Kundadam
28147,Tiruppur,Dharapuram (Tk),Kundadam,32GC080PY,Rudravathi
28148,Tiruppur,Dharapuram (Tk),Kundadam,32GC080P1,Rudravathi Part
28149,Tiruppur,Dharapuram (Tk),Maduthupalayam,32GC088PY,Chiniyagoundanpalayam
28150,Tiruppur,Dharapuram (Tk),Maduthupalayam,32GC088P1,Venkittipalayam
28151,Tiruppur,Dharapuram (Tk),Sankarandampalayam,32GB028PY,Sankarandampalayam
28152,Tiruppur,Dharapuram (Tk),Sankarandampalayam,32GB028P1,Kullakalipalayam
28153,Tiruppur,Dharapuram (Tk),Manakadavu,32GC112PY,Therpatti
28154,Tiruppur,Dharapuram (Tk),Manakadavu,32GC112P1,Kattammanpudur
28155,Tiruppur,Dharapuram (Tk),Manakadavu,32GC113PN,Manakadavu
28156,Tiruppur,Dharapuram (Tk),Alangiam,32GB037PN,Alangiam-1
28157,Tiruppur,Dharapuram (Tk),Alangiam,32GB038PN,Alangiam-2
28158,Tiruppur,Dharapuram (Tk),Alangiam,32GW002PN,Sarojini Mahalir Angadi
28159,Tiruppur,Dharapuram (Tk),Selampalayam,32GC084PY,Selampalayam
28160,Tiruppur,Dharapuram (Tk),Selampalayam,32GC084P1,Kallivalasu
28161,Tiruppur,Dharapuram (Tk),Arikkaranvalasu,32GB064PN,Arikkaranvalasu
28162,Tiruppur,Dharapuram (Tk),Mulanur,32GB047PN,Mulanur -1
28163,Tiruppur,Dharapuram (Tk),Mulanur,32GB048PN,Mulanur -2
28164,Tiruppur,Dharapuram (Tk),Mulanur,32GB049PN,Mulanur -3
28165,Tiruppur,Dharapuram (Tk),Mulanur,32GB050PN,Vellavavipudur
28166,Tiruppur,Dharapuram (Tk),Mulanur,32GB075PN,Mulanur - 4
28167,Tiruppur,Dharapuram (Tk),Nanjaithalaiyur,32GB068PN,Nanjaithalaiyur
28168,Tiruppur,Dharapuram (Tk),Bellampatti,32GB022PN,Bellampatti
28169,Tiruppur,Dharapuram (Tk),Munduvelampatti,32GB021PY,Munuvelampatti
28170,Tiruppur,Dharapuram (Tk),Munduvelampatti,32GB021P2,Bommanaickenpatti
28171,Tiruppur,Dharapuram (Tk),Muthiyampatti,32GB026PY,Muthiampatti
28172,Tiruppur,Dharapuram (Tk),Muthiyampatti,32GB026P1,Nallipalayam
28173,Tiruppur,Dharapuram (Tk),N Alampalayam,32GB042PY,N. Alampalayam
28174,Tiruppur,Dharapuram (Tk),N Alampalayam,32GB042P1,D. Kumarapalayam
28175,Tiruppur,Dharapuram (Tk),N Alampalayam,32GB042P2,Muthugoundavalasu
28176,Tiruppur,Dharapuram (Tk),Nanjiampalayam,32GC103PN,Nanjiyampalayam
28177,Tiruppur,Dharapuram (Tk),Nanjiampalayam,32GC104PN,Kuppuchipalayam
28178,Tiruppur,Dharapuram (Tk),Naranapuram,32GB018P1,Naranapuram
28179,Tiruppur,Udumalpet (Tk),Periyakottai,32IB031PN,SivaSakthiColony
28180,Tiruppur,Udumalpet (Tk),Periyakottai,32IB032PN,Kamarajnagar
28181,Tiruppur,Udumalpet (Tk),Periyakottai,32IB033PY,PeriaKottai
28182,Tiruppur,Udumalpet (Tk),Periyakottai,32IB033P1,PeriyakottaiPartTime
28183,Tiruppur,Udumalpet (Tk),Periyakottai,32IB035PN,AyyaluMenatchiNagar
28184,Tiruppur,Udumalpet (Tk),Periyakottai,32IW003PN,VidivelliMahalir
28185,Tiruppur,Udumalpet (Tk),Illuppanagaram,32IB108PY,Illuppanagaram
28186,Tiruppur,Udumalpet (Tk),Illuppanagaram,32IB108P1,AalamarathurPartTime
28187,Tiruppur,Udumalpet (Tk),Thumbalapatty,32IB085PN,Dhumbalapatty
28188,Tiruppur,Udumalpet (Tk),Modakkupatti,32IB069PN,Modakkupatti
28189,Tiruppur,Udumalpet (Tk),Periyapappanoothu,32IB052PN,PeriaPappanoothu
28190,Tiruppur,Udumalpet (Tk),Periyapappanoothu,32IB053PN,Chinnapappanoothu
28191,Tiruppur,Udumalpet (Tk),Moongiltholuvu,32IB096PY,MoongilTholuvu
28192,Tiruppur,Udumalpet (Tk),Moongiltholuvu,32IB096P1,SikkanuthuPartTime
28193,Tiruppur,Udumalpet (Tk),Moongiltholuvu,32IB096P2,MannampalayamPartTime
28194,Tiruppur,Udumalpet (Tk),J.N.PALAYAM,32IB067PN,JillopanaickanPalayam
28195,Tiruppur,Udumalpet (Tk),Periyapatty,32IB098PN,Kuppampalayam
28196,Tiruppur,Udumalpet (Tk),Periyapatty,32IB099PY,Periapatty
28197,Tiruppur,Udumalpet (Tk),Periyapatty,32IB099P1,KallapalayamPartTime
28198,Tiruppur,Udumalpet (Tk),Udukkampalayam,32IB056PN,UdukkamPalayam
28199,Tiruppur,Udumalpet (Tk),Udukkampalayam,32IB060PN,Udukkampalayam-1
28200,Tiruppur,Udumalpet (Tk),Pallapalayam,32IB077PN,Pallapalayam1
28201,Tiruppur,Udumalpet (Tk),Pallapalayam,32IB078PY,Pallapalayam2
28202,Tiruppur,Udumalpet (Tk),Pallapalayam,32IB078P1,KongalakurichiPartTime
28203,Tiruppur,Udumalpet (Tk),Periyavaladi,32IB070PN,PeriaValavadi
28204,Tiruppur,Udumalpet (Tk),Periyavaladi,32IB071PN,ChinnaValavadi
28205,Tiruppur,Udumalpet (Tk),Ponneri,32IB121PY,Ponneri
28206,Tiruppur,Udumalpet (Tk),Ponneri,32IB121P1,AyyamapalayampudurPartTime
28207,Tiruppur,Udumalpet (Tk),Ponneri,32IB121P2,SundakkampalayamPartTime
28208,Tiruppur,Udumalpet (Tk),Jallipatti,32IB072PN,Jallipatti1
28209,Tiruppur,Udumalpet (Tk),Jallipatti,32IB073PY,Jallipatti2
28210,Tiruppur,Udumalpet (Tk),Jallipatti,32IB073P1,OnakkallurPartTime
28211,Tiruppur,Udumalpet (Tk),Jallipatti,32IB074PN,Jallipatti-3
28212,Tiruppur,Udumalpet (Tk),Jallipatti,32IB075PN,Lingamavoor
28213,Tiruppur,Udumalpet (Tk),Poolavadi,32IB100PN,Poolavadi
28214,Tiruppur,Udumalpet (Tk),Poolavadi,32IB101PN,Poolavadi-1
28215,Tiruppur,Udumalpet (Tk),Pukkalam,32IB120PN,Pukkulam
28216,Tiruppur,Udumalpet (Tk),Pungamuthur,32IB061PY,Pungamutthur
28217,Tiruppur,Udumalpet (Tk),Pungamuthur,32IB061P1,ChinnapommansalaiPartTime
28218,Tiruppur,Udumalpet (Tk),Pungamuthur,32IB062PY,Karattur
28219,Tiruppur,Udumalpet (Tk),Pungamuthur,32IB062P1,KaratturPartTime
28220,Tiruppur,Udumalpet (Tk),Chinna Veeram Patty,32IB030PY,ChinnaVeramPatty
28221,Tiruppur,Udumalpet (Tk),Chinna Veeram Patty,32IB030P1,CheranNagarPartTime
28222,Tiruppur,Udumalpet (Tk),Chinna Veeram Patty,32IB030P2,IndraNagarPartTime
28223,Tiruppur,Udumalpet (Tk),Chinnakumarapalayam,32IB076PY,ChinnaKumaraPalayam
28224,Tiruppur,Udumalpet (Tk),Deepalapatty,32IB068PN,Deepalapatty
28225,Tiruppur,Udumalpet (Tk),Devanurputhur,32IB065PY,DevanurPudhur
28226,Tiruppur,Udumalpet (Tk),Devanurputhur,32IB065P1,DevanurPudhurPartTime
28227,Tiruppur,Udumalpet (Tk),Devanurputhur,32IB066PN,Andiyur
28228,Tiruppur,Udumalpet (Tk),Udumalpet,32IA001PN,Tncsc
28229,Tiruppur,Udumalpet (Tk),Udumalpet,32IB001PN,Chindhamani-1
28230,Tiruppur,Udumalpet (Tk),Udumalpet,32IB002PN,Chindhamani-2
28231,Tiruppur,Udumalpet (Tk),Udumalpet,32IB003PY,Ucms-1
28232,Tiruppur,Udumalpet (Tk),Udumalpet,32IB003P1,VgRawNagarPartTime
28233,Tiruppur,Udumalpet (Tk),Udumalpet,32IB004PN,Ucms-2
